ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
850387,           Kübel Vulcano soft white 15cm,    4.99,       0,    6.99,     6,       126,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            126,1,     soft white,        D15xH13,              850386,138,
850388,           Kübel Vulcano soft white 18cm,    6.99,       0,    9.79,     4,       124,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            124,1,     soft white,         D18x16,              850386,132,
850389,           Kübel Vulcano soft white 21cm,    8.99,       0,   12.59,     2,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18,1,     soft white,        D21xH19,              850386,22,
850390,         Kübel Vulcano soft absinth 12cm,    3.99,       0,    5.59,    12,       301,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            301,1,   soft absinth,        D12xH11,              850386,313,
850391,         Kübel Vulcano soft absinth 15cm,    4.99,       0,    6.99,     6,       114,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            114,1,   soft absinth,        D15xH13,              850386,126,
850392,         Kübel Vulcano soft absinth 18cm,    6.99,       0,    9.79,     4,       116,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            116,1,   soft absinth,         D18x16,              850386,124,
850393,         Kübel Vulcano soft absinth 21cm,    8.99,       0,   12.59,     2,        44,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             44,1,   soft absinth,        D21xH19,              850386,48,
850394,           Kübel Vulcano soft taupe 12cm,    3.99,       0,    5.59,    12,       216,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            216,1,     soft taupe,        D12xH11,              850386,228,
850395,           Kübel Vulcano soft taupe 15cm,    4.99,       0,    6.99,     6,       141,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            141,1,     soft taupe,        D15xH13,              850386,153,
850396,           Kübel Vulcano soft taupe 18cm,    6.99,       0,    9.79,     4,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             96,1,     soft taupe,         D18x16,              850386,104,
850397,           Kübel Vulcano soft taupe 21cm,    8.99,       0,   12.59,     2,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             56,1,     soft taupe,        D21xH19,              850386,60,
850430,             Kübel Icey white ocean 17cm,    3.99,       0,    5.59,     6,       120,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            120,1,    white ocean,        D17xH16,              850430,120,
850431,             Kübel Icey white ocean 19cm,    5.99,       0,    8.39,     4,        80,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             80,1,    white ocean,        D19xH18,              850430,80,
850432,             Kübel Icey white ocean 22cm,    7.99,       0,   11.19,     2,        68,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             68,1,    white ocean,        D22xH21,              850430,68,
850433,             Kübel Icey white ocean 26cm,    9.99,       0,   13.99,     1,        31,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             31,1,    white ocean,        D26xH25,              850430,31,
850434,              Vase Icey white ocean 25cm,    7.99,       0,   11.19,     6,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             12,1,    white ocean,        H25XD16,              850430,12,
850435,              Vase Icey white ocean 35cm,   12.99,       0,   18.99,     4,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             12,1,    white ocean,        H35XD19,              850430,12,
850439,             Kübel Xocoa 70s orange 14cm,    2.59,       0,    3.59,    12,       192,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            192,1, orange reactiv,        D14xH13,              850363,192,
850440,             Kübel Xocoa 70s orange 16cm,    5.99,       0,    8.39,     6,        42,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             42,1,     70s orange,        D16xH15,              850363,42,
850442,             Kübel Xocoa 70s orange 21cm,    9.99,       0,   13.99,     2,        30,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             30,1,     70s orange,        D21xH19,              850363,30,
850443,             Kübel Xocoa 70s orange 25cm,   12.99,       0,   18.99,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              3,1,     70s orange,        D25xH23,              850363,3,
850456,                  Kübel Triola teal 15cm,    5.99,       0,    8.39,     6,        24,15.02.2021,240  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -216,1,           teal,        D15xH13,              850447,0,
850457,                  Kübel Triola teal 18cm,    7.99,       0,   11.19,     4,        16,15.02.2021,152  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -136,1,           teal,        D18xH16,              850447,0,
850458,                  Kübel Triola teal 20cm,    8.99,       0,   12.59,     2,         6,15.02.2021,104  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            -98,1,           teal,        D20xH18,              850447,0,
850459,                  Kübel Vienna weiß 12cm,    4.29,       0,    5.99,     6,        90,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             90,1,           weiß,        D12xH10,              850459,96,
850460,                  Kübel Vienna weiß 14cm,    5.59,       0,    7.89,     6,        78,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             78,1,           weiß,        D14xH12,              850459,96,
850461,                  Kübel Vienna weiß 16cm,    6.59,       0,    9.29,     4,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             36,1,           weiß,        D16xH14,              850459,44,
850462,                  Kübel Vienna weiß 18cm,    7.99,       0,   11.19,     4,        20,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             20,1,           weiß,        D18xH16,              850459,24,
850463,                  Kübel Vienna grün 12cm,    4.29,       0,    5.99,     6,        84,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             84,1,           grün,        D12xH10,              850459,84,
